index,train,val,test
367,TCGA-B6-A0IO-01Z-00-DX1,,
368,TCGA-B6-A0IP-01Z-00-DX1,,
369,TCGA-B6-A0IQ-01Z-00-DX1,,
370,TCGA-B6-A0RE-01Z-00-DX1,,
371,TCGA-B6-A0RG-01Z-00-DX1,,
372,TCGA-B6-A0RH-01Z-00-DX1,,
373,TCGA-B6-A0RI-01Z-00-DX1,,
374,TCGA-B6-A0RL-01Z-00-DX1,,
375,TCGA-B6-A0RN-01Z-00-DX1,,
376,TCGA-B6-A0RQ-01Z-00-DX1,,
377,TCGA-B6-A0RS-01Z-00-DX1,,
378,TCGA-B6-A0RT-01Z-00-DX1,,
379,TCGA-B6-A0RU-01Z-00-DX1,,
380,TCGA-B6-A0WS-01Z-00-DX1,,
381,TCGA-B6-A0WT-01Z-00-DX1,,
382,TCGA-B6-A0WW-01Z-00-DX1,,
383,TCGA-B6-A0WX-01Z-00-DX1,,
384,TCGA-B6-A0WY-01Z-00-DX1,,
385,TCGA-B6-A0X1-01Z-00-DX1,,
386,TCGA-B6-A0X4-01Z-00-DX1,,
387,TCGA-B6-A0X5-01Z-00-DX1,,
388,TCGA-B6-A0X7-01Z-00-DX1,,
389,TCGA-B6-A1KC-01Z-00-DX1,,
390,TCGA-B6-A1KI-01Z-00-DX1,,
391,TCGA-B6-A1KN-01Z-00-DX1,,
392,TCGA-B6-A2IU-01Z-00-DX1,,
393,TCGA-BH-A0AV-01Z-00-DX1,,
394,TCGA-BH-A0AY-01Z-00-DX1,,
395,TCGA-BH-A0B0-01Z-00-DX1,,
396,TCGA-BH-A0B1-01Z-00-DX1,,
397,TCGA-BH-A0B3-01Z-00-DX1,,
398,TCGA-BH-A0B4-01Z-00-DX1,,
399,TCGA-BH-A0B6-01Z-00-DX1,,
400,TCGA-BH-A0B7-01Z-00-DX1,,
401,TCGA-BH-A0B8-01Z-00-DX1,,
402,TCGA-BH-A0B9-01Z-00-DX1,,
403,TCGA-BH-A0BD-01Z-00-DX1,,
404,TCGA-BH-A0BF-01Z-00-DX1,,
405,TCGA-BH-A0BG-01Z-00-DX1,,
406,TCGA-BH-A0BJ-01Z-00-DX1,,
407,TCGA-BH-A0BL-01Z-00-DX1,,
408,TCGA-BH-A0BM-01Z-00-DX1,,
409,TCGA-BH-A0BO-01Z-00-DX1,,
410,TCGA-BH-A0BR-01Z-00-DX1,,
411,TCGA-BH-A0BS-01Z-00-DX1,,
412,TCGA-BH-A0BW-01Z-00-DX1,,
413,TCGA-BH-A0C0-01Z-00-DX1,,
414,TCGA-BH-A0C1-01Z-00-DX1,,
415,TCGA-BH-A0DE-01Z-00-DX1,,
416,TCGA-BH-A0DH-01Z-00-DX1,,
417,TCGA-BH-A0DI-01Z-00-DX1,,
418,TCGA-BH-A0DO-01Z-00-DX1,,
419,TCGA-BH-A0DP-01Z-00-DX1,,
420,TCGA-BH-A0DQ-01Z-00-DX1,,
421,TCGA-BH-A0DT-01Z-00-DX1,,
422,TCGA-BH-A0DV-01Z-00-DX1,,
423,TCGA-BH-A0DX-01Z-00-DX1,,
424,TCGA-BH-A0E0-01Z-00-DX1,,
425,TCGA-BH-A0E2-01Z-00-DX1,,
426,TCGA-BH-A0E7-01Z-00-DX1,,
427,TCGA-BH-A0E9-01Z-00-DX1,,
428,TCGA-BH-A0EB-01Z-00-DX1,,
429,TCGA-BH-A0GY-01Z-00-DX1,,
430,TCGA-BH-A0GZ-01Z-00-DX1,,
431,TCGA-BH-A0H0-01Z-00-DX1,,
432,TCGA-BH-A0H3-01Z-00-DX1,,
433,TCGA-BH-A0H5-01Z-00-DX1,,
434,TCGA-BH-A0H6-01Z-00-DX1,,
435,TCGA-BH-A0H7-01Z-00-DX1,,
436,TCGA-BH-A0H9-01Z-00-DX1,,
437,TCGA-BH-A0HA-01Z-00-DX1,,
438,TCGA-BH-A0HB-01Z-00-DX1,,
439,TCGA-BH-A0HF-01Z-00-DX1,,
440,TCGA-BH-A0HI-01Z-00-DX1,,
441,TCGA-BH-A0HK-01Z-00-DX1,,
442,TCGA-BH-A0HN-01Z-00-DX1,,
443,TCGA-BH-A0HQ-01Z-00-DX1,,
444,TCGA-BH-A0HU-01Z-00-DX1,,
445,TCGA-BH-A0HW-01Z-00-DX1,,
446,TCGA-BH-A0HY-01Z-00-DX1,,
447,TCGA-BH-A0RX-01Z-00-DX1,,
448,TCGA-BH-A0W3-01Z-00-DX1,,
449,TCGA-BH-A0W7-01Z-00-DX1,,
450,TCGA-BH-A18F-01Z-00-DX1,,
451,TCGA-BH-A18G-01Z-00-DX1,,
452,TCGA-BH-A18H-01Z-00-DX1,,
453,TCGA-BH-A18I-01Z-00-DX1,,
454,TCGA-BH-A18J-01Z-00-DX1,,
455,TCGA-BH-A18L-01Z-00-DX1,,
456,TCGA-BH-A18M-01Z-00-DX1,,
457,TCGA-BH-A18N-01Z-00-DX1,,
458,TCGA-BH-A18P-01Z-00-DX1,,
459,TCGA-BH-A18Q-01Z-00-DX1,,
460,TCGA-BH-A18R-01Z-00-DX1,,
461,TCGA-BH-A18T-01Z-00-DX1,,
462,TCGA-BH-A18U-01Z-00-DX1,,
463,TCGA-BH-A18V-01Z-00-DX1,,
464,TCGA-BH-A1EN-01Z-00-DX1,,
465,TCGA-BH-A1ES-01Z-00-DX1,,
466,TCGA-BH-A1ET-01Z-00-DX1,,
467,TCGA-BH-A1EV-01Z-00-DX1,,
468,TCGA-BH-A1EW-01Z-00-DX1,,
469,TCGA-BH-A1EX-01Z-00-DX1,,
470,TCGA-BH-A1EY-01Z-00-DX1,,
471,TCGA-BH-A1F0-01Z-00-DX1,,
472,TCGA-BH-A1F5-01Z-00-DX1,,
473,TCGA-BH-A1F6-01Z-00-DX1,,
474,TCGA-BH-A1F8-01Z-00-DX1,,
475,TCGA-BH-A1FB-01Z-00-DX1,,
476,TCGA-BH-A1FC-01Z-00-DX1,,
477,TCGA-BH-A1FE-01Z-00-DX1,,
478,TCGA-BH-A1FG-01Z-00-DX1,,
479,TCGA-BH-A1FH-01Z-00-DX1,,
480,TCGA-BH-A1FJ-01Z-00-DX1,,
481,TCGA-BH-A1FL-01Z-00-DX1,,
482,TCGA-BH-A1FM-01Z-00-DX1,,
483,TCGA-BH-A1FN-01Z-00-DX1,,
484,TCGA-BH-A1FR-01Z-00-DX1,,
485,TCGA-BH-A1FU-01Z-00-DX1,,
486,TCGA-BH-A201-01Z-00-DX1,,
487,TCGA-BH-A203-01Z-00-DX1,,
488,TCGA-BH-A204-01Z-00-DX1,,
489,TCGA-BH-A208-01Z-00-DX1,,
490,TCGA-BH-A209-01Z-00-DX1,,
491,TCGA-BH-A28O-01Z-00-DX1,,
492,TCGA-BH-A28Q-01Z-00-DX1,,
493,TCGA-BH-A2L8-01Z-00-DX1,,
494,TCGA-BH-A42T-01Z-00-DX1,,
495,TCGA-BH-A42V-01Z-00-DX1,,
496,TCGA-BH-A5J0-01Z-00-DX1,,
497,TCGA-C8-A12M-01Z-00-DX1,,
498,TCGA-C8-A12N-01Z-00-DX1,,
499,TCGA-C8-A12O-01Z-00-DX1,,
500,TCGA-C8-A12P-01Z-00-DX1,,
501,TCGA-C8-A12Q-01Z-00-DX1,,
502,TCGA-C8-A12U-01Z-00-DX1,,
503,TCGA-C8-A12V-01Z-00-DX1,,
504,TCGA-C8-A12W-01Z-00-DX1,,
505,TCGA-C8-A12Y-01Z-00-DX1,,
506,TCGA-C8-A12Z-01Z-00-DX1,,
507,TCGA-C8-A131-01Z-00-DX1,,
508,TCGA-C8-A132-01Z-00-DX1,,
509,TCGA-C8-A134-01Z-00-DX1,,
510,TCGA-C8-A137-01Z-00-DX1,,
511,TCGA-C8-A138-01Z-00-DX1,,
512,TCGA-C8-A1HE-01Z-00-DX1,,
513,TCGA-C8-A1HF-01Z-00-DX1,,
514,TCGA-C8-A1HG-01Z-00-DX1,,
515,TCGA-C8-A1HI-01Z-00-DX1,,
516,TCGA-C8-A1HK-01Z-00-DX1,,
517,TCGA-C8-A1HN-01Z-00-DX1,,
518,TCGA-C8-A1HO-01Z-00-DX1,,
519,TCGA-C8-A26W-01Z-00-DX1,,
520,TCGA-C8-A26X-01Z-00-DX1,,
521,TCGA-C8-A26Y-01Z-00-DX1,,
522,TCGA-C8-A26Z-01Z-00-DX1,,
523,TCGA-C8-A273-01Z-00-DX1,,
524,TCGA-C8-A274-01Z-00-DX1,,
525,TCGA-C8-A278-01Z-00-DX1,,
526,TCGA-C8-A27A-01Z-00-DX1,,
527,TCGA-C8-A27B-01Z-00-DX1,,
528,TCGA-C8-A3M8-01Z-00-DX1,,
529,TCGA-C8-A9FZ-01Z-00-DX1,,
530,TCGA-D8-A13Y-01Z-00-DX1,,
531,TCGA-D8-A13Y-01Z-00-DX2,,
532,TCGA-D8-A140-01Z-00-DX1,,
533,TCGA-D8-A141-01Z-00-DX1,,
534,TCGA-D8-A141-01Z-00-DX2,,
535,TCGA-D8-A142-01Z-00-DX1,,
536,TCGA-D8-A143-01Z-00-DX1,,
537,TCGA-D8-A145-01Z-00-DX1,,
538,TCGA-D8-A145-01Z-00-DX2,,
539,TCGA-D8-A146-01Z-00-DX1,,
540,TCGA-D8-A147-01Z-00-DX1,,
541,TCGA-D8-A1J8-01Z-00-DX1,,
542,TCGA-D8-A1J8-01Z-00-DX2,,
543,TCGA-D8-A1J9-01Z-00-DX1,,
544,TCGA-D8-A1J9-01Z-00-DX2,,
545,TCGA-D8-A1JA-01Z-00-DX1,,
546,TCGA-D8-A1JC-01Z-00-DX1,,
547,TCGA-D8-A1JC-01Z-00-DX2,,
548,TCGA-D8-A1JD-01Z-00-DX1,,
549,TCGA-D8-A1JD-01Z-00-DX2,,
550,TCGA-D8-A1JE-01Z-00-DX1,,
551,TCGA-D8-A1JE-01Z-00-DX2,,
552,TCGA-D8-A1JF-01Z-00-DX1,,
553,TCGA-D8-A1JG-01Z-00-DX1,,
554,TCGA-D8-A1JH-01Z-00-DX1,,
555,TCGA-D8-A1JI-01Z-00-DX1,,
556,TCGA-D8-A1JJ-01Z-00-DX1,,
557,TCGA-D8-A1JJ-01Z-00-DX2,,
558,TCGA-D8-A1JM-01Z-00-DX1,,
559,TCGA-D8-A1JN-01Z-00-DX1,,
560,TCGA-D8-A1JP-01Z-00-DX1,,
561,TCGA-D8-A1JS-01Z-00-DX1,,
562,TCGA-D8-A1JT-01Z-00-DX1,,
563,TCGA-D8-A1JT-01Z-00-DX2,,
564,TCGA-D8-A1JU-01Z-00-DX1,,
565,TCGA-D8-A1X5-01Z-00-DX1,,
566,TCGA-D8-A1X5-01Z-00-DX2,,
567,TCGA-D8-A1X6-01Z-00-DX1,,
568,TCGA-D8-A1X6-01Z-00-DX2,,
569,TCGA-D8-A1X7-01Z-00-DX1,,
570,TCGA-D8-A1X7-01Z-00-DX2,,
571,TCGA-D8-A1X8-01Z-00-DX1,,
572,TCGA-D8-A1X9-01Z-00-DX1,,
573,TCGA-D8-A1XB-01Z-00-DX1,,
574,TCGA-D8-A1XB-01Z-00-DX2,,
575,TCGA-D8-A1XD-01Z-00-DX1,,
576,TCGA-D8-A1XF-01Z-00-DX1,,
577,TCGA-D8-A1XF-01Z-00-DX2,,
578,TCGA-D8-A1XJ-01Z-00-DX1,,
579,TCGA-D8-A1XL-01Z-00-DX2,,
580,TCGA-D8-A1XM-01Z-00-DX1,,
581,TCGA-D8-A1XO-01Z-00-DX1,,
582,TCGA-D8-A1XQ-01Z-00-DX1,,
583,TCGA-D8-A1XR-01Z-00-DX1,,
584,TCGA-D8-A1XR-01Z-00-DX2,,
585,TCGA-D8-A1XU-01Z-00-DX1,,
586,TCGA-D8-A1XW-01Z-00-DX1,,
587,TCGA-D8-A1XY-01Z-00-DX1,,
588,TCGA-D8-A1XY-01Z-00-DX2,,
589,TCGA-D8-A1XZ-01Z-00-DX2,,
590,TCGA-D8-A1Y0-01Z-00-DX1,,
591,TCGA-D8-A1Y1-01Z-00-DX2,,
592,TCGA-D8-A1Y2-01Z-00-DX1,,
593,TCGA-D8-A1Y2-01Z-00-DX2,,
594,TCGA-D8-A1Y3-01Z-00-DX1,,
595,TCGA-D8-A27E-01Z-00-DX1,,
596,TCGA-D8-A27F-01Z-00-DX1,,
597,TCGA-D8-A27K-01Z-00-DX1,,
598,TCGA-D8-A27L-01Z-00-DX1,,
599,TCGA-D8-A27N-01Z-00-DX2,,
600,TCGA-D8-A27P-01Z-00-DX1,,
601,TCGA-D8-A27R-01Z-00-DX1,,
602,TCGA-D8-A27R-01Z-00-DX2,,
603,TCGA-D8-A27T-01Z-00-DX1,,
604,TCGA-D8-A27T-01Z-00-DX2,,
605,TCGA-D8-A27V-01Z-00-DX2,,
606,TCGA-D8-A3Z5-01Z-00-DX2,,
607,TCGA-D8-A3Z5-01Z-00-DX3,,
608,TCGA-D8-A3Z6-01Z-00-DX2,,
609,TCGA-D8-A3Z6-01Z-00-DX3,,
610,TCGA-D8-A4Z1-01Z-00-DX1,,
611,TCGA-D8-A73X-01Z-00-DX1,,
612,TCGA-E2-A106-01Z-00-DX1,,
613,TCGA-E2-A107-01Z-00-DX1,,
614,TCGA-E2-A108-01Z-00-DX1,,
615,TCGA-E2-A109-01Z-00-DX1,,
616,TCGA-E2-A10A-01Z-00-DX1,,
617,TCGA-E2-A10B-01Z-00-DX1,,
618,TCGA-E2-A10C-01Z-00-DX1,,
619,TCGA-E2-A10E-01Z-00-DX1,,
620,TCGA-E2-A10F-01Z-00-DX1,,
621,TCGA-E2-A14N-01Z-00-DX1,,
622,TCGA-E2-A14Q-01Z-00-DX1,,
623,TCGA-E2-A14R-01Z-00-DX1,,
624,TCGA-E2-A14S-01Z-00-DX1,,
625,TCGA-E2-A14T-01Z-00-DX1,,
626,TCGA-E2-A14U-01Z-00-DX1,,
627,TCGA-E2-A14V-01Z-00-DX1,,
628,TCGA-E2-A14W-01Z-00-DX1,,
629,TCGA-E2-A14X-01Z-00-DX1,,
630,TCGA-E2-A14Y-01Z-00-DX1,,
631,TCGA-E2-A14Z-01Z-00-DX1,,
632,TCGA-E2-A150-01Z-00-DX1,,
633,TCGA-E2-A152-01Z-00-DX1,,
634,TCGA-E2-A153-01Z-00-DX1,,
635,TCGA-E2-A154-01Z-00-DX1,,
636,TCGA-E2-A155-01Z-00-DX1,,
637,TCGA-E2-A156-01Z-00-DX1,,
638,TCGA-E2-A158-01Z-00-DX1,,
639,TCGA-E2-A15F-01Z-00-DX1,,
640,TCGA-E2-A15H-01Z-00-DX1,,
641,TCGA-E2-A15I-01Z-00-DX1,,
642,TCGA-E2-A15J-01Z-00-DX1,,
643,TCGA-E2-A15K-01Z-00-DX1,,
644,TCGA-E2-A15L-01Z-00-DX1,,
645,TCGA-E2-A15M-01Z-00-DX1,,
646,TCGA-E2-A15O-01Z-00-DX1,,
647,TCGA-E2-A15P-01Z-00-DX1,,
648,TCGA-E2-A15R-01Z-00-DX1,,
649,TCGA-E2-A15S-01Z-00-DX1,,
650,TCGA-E2-A15T-01Z-00-DX1,,
651,TCGA-E2-A1AZ-01Z-00-DX1,,
652,TCGA-E2-A1B0-01Z-00-DX1,,
653,TCGA-E2-A1B1-01Z-00-DX1,,
654,TCGA-E2-A1B4-01Z-00-DX1,,
655,TCGA-E2-A1B5-01Z-00-DX1,,
656,TCGA-E2-A1B6-01Z-00-DX1,,
657,TCGA-E2-A1BC-01Z-00-DX1,,
658,TCGA-E2-A1BD-01Z-00-DX1,,
659,TCGA-E2-A1IE-01Z-00-DX1,,
660,TCGA-E2-A1IF-01Z-00-DX1,,
661,TCGA-E2-A1IH-01Z-00-DX1,,
662,TCGA-E2-A1II-01Z-00-DX1,,
663,TCGA-E2-A1IJ-01Z-00-DX1,,
664,TCGA-E2-A1IK-01Z-00-DX1,,
665,TCGA-E2-A1IL-01Z-00-DX1,,
666,TCGA-E2-A1IN-01Z-00-DX1,,
667,TCGA-E2-A1IO-01Z-00-DX1,,
668,TCGA-E2-A1IU-01Z-00-DX1,,
669,TCGA-E2-A1L6-01Z-00-DX1,,
670,TCGA-E2-A1L7-01Z-00-DX1,,
671,TCGA-E2-A1L8-01Z-00-DX1,,
672,TCGA-E2-A1L9-01Z-00-DX1,,
673,TCGA-E2-A1LA-01Z-00-DX1,,
674,TCGA-E2-A1LE-01Z-00-DX1,,
675,TCGA-E2-A1LG-01Z-00-DX1,,
676,TCGA-E2-A1LI-01Z-00-DX1,,
677,TCGA-E2-A1LK-01Z-00-DX1,,
678,TCGA-E2-A1LL-01Z-00-DX1,,
679,TCGA-E2-A1LS-01Z-00-DX1,,
680,TCGA-E2-A2P5-01Z-00-DX1,,
681,TCGA-E2-A2P6-01Z-00-DX1,,
682,TCGA-E2-A3DX-01Z-00-DX1,,
683,TCGA-E2-A56Z-01Z-00-DX1,,
684,TCGA-E2-A570-01Z-00-DX1,,
685,TCGA-E2-A572-01Z-00-DX1,,
686,TCGA-E2-A573-01Z-00-DX1,,
687,TCGA-E2-A574-01Z-00-DX1,,
688,TCGA-E2-A576-01Z-00-DX1,,
689,TCGA-E2-A9RU-01Z-00-DX1,,
690,TCGA-E9-A1N4-01Z-00-DX1,,
691,TCGA-E9-A1ND-01Z-00-DX1,,
692,TCGA-E9-A1NG-01Z-00-DX1,,
693,TCGA-E9-A1QZ-01Z-00-DX1,,
694,TCGA-E9-A1R0-01Z-00-DX1,,
695,TCGA-E9-A1R2-01Z-00-DX1,,
696,TCGA-E9-A1R3-01Z-00-DX1,,
697,TCGA-E9-A1R4-01Z-00-DX1,,
698,TCGA-E9-A1R5-01Z-00-DX1,,
699,TCGA-E9-A1R6-01Z-00-DX1,,
700,TCGA-E9-A1R7-01Z-00-DX1,,
701,TCGA-E9-A1RB-01Z-00-DX1,,
702,TCGA-E9-A1RD-01Z-00-DX1,,
703,TCGA-E9-A1RF-01Z-00-DX1,,
704,TCGA-E9-A1RH-01Z-00-DX1,,
705,TCGA-E9-A226-01Z-00-DX1,,
706,TCGA-E9-A228-01Z-00-DX1,,
707,TCGA-E9-A229-01Z-00-DX1,,
708,TCGA-E9-A22A-01Z-00-DX1,,
709,TCGA-E9-A22D-01Z-00-DX1,,
710,TCGA-E9-A22E-01Z-00-DX1,,
711,TCGA-E9-A243-01Z-00-DX1,,
712,TCGA-E9-A244-01Z-00-DX1,,
713,TCGA-E9-A247-01Z-00-DX1,,
714,TCGA-E9-A248-01Z-00-DX1,,
715,TCGA-E9-A249-01Z-00-DX1,,
716,TCGA-E9-A24A-01Z-00-DX1,,
717,TCGA-E9-A2JT-01Z-00-DX1,,
718,TCGA-E9-A3HO-01Z-00-DX1,,
719,TCGA-E9-A3Q9-01Z-00-DX1,,
720,TCGA-E9-A3QA-01Z-00-DX1,,
721,TCGA-E9-A3X8-01Z-00-DX1,,
722,TCGA-E9-A54Y-01Z-00-DX1,,
723,TCGA-E9-A5FK-01Z-00-DX1,,
724,TCGA-E9-A5UP-01Z-00-DX1,,
725,TCGA-E9-A6HE-01Z-00-DX1,,
726,TCGA-EW-A1IW-01Z-00-DX1,,
727,TCGA-EW-A1IX-01Z-00-DX1,,
728,TCGA-EW-A1IZ-01Z-00-DX1,,
729,TCGA-EW-A1J2-01Z-00-DX1,,
730,TCGA-EW-A1J3-01Z-00-DX1,,
731,TCGA-EW-A1J5-01Z-00-DX1,,
732,TCGA-EW-A1J6-01Z-00-DX1,,
733,TCGA-EW-A1OV-01Z-00-DX1,,
734,TCGA-EW-A1OY-01Z-00-DX1,,
735,TCGA-EW-A1OZ-01Z-00-DX1,,
736,TCGA-EW-A1P0-01Z-00-DX1,,
737,TCGA-EW-A1P1-01Z-00-DX1,,
738,TCGA-EW-A1P3-01Z-00-DX1,,
739,TCGA-EW-A1P4-01Z-00-DX1,,
740,TCGA-EW-A1P5-01Z-00-DX1,,
741,TCGA-EW-A1P6-01Z-00-DX1,,
742,TCGA-EW-A1P8-01Z-00-DX1,,
743,TCGA-EW-A1PA-01Z-00-DX1,,
744,TCGA-EW-A1PB-01Z-00-DX1,,
745,TCGA-EW-A1PC-01Z-00-DX1,,
746,TCGA-EW-A1PD-01Z-00-DX1,,
747,TCGA-EW-A1PG-01Z-00-DX1,,
748,TCGA-EW-A2FR-01Z-00-DX1,,
749,TCGA-EW-A2FS-01Z-00-DX1,,
750,TCGA-EW-A3E8-01Z-00-DX1,,
751,TCGA-EW-A3U0-01Z-00-DX1,,
752,TCGA-EW-A423-01Z-00-DX1,,
753,TCGA-EW-A423-01Z-00-DX2,,
754,TCGA-EW-A424-01Z-00-DX1,,
755,TCGA-EW-A6S9-01Z-00-DX1,,
756,TCGA-EW-A6SA-01Z-00-DX1,,
757,TCGA-EW-A6SB-01Z-00-DX1,,
758,TCGA-EW-A6SC-01Z-00-DX1,,
759,TCGA-EW-A6SD-01Z-00-DX1,,
760,TCGA-GI-A2C8-01Z-00-DX1,,
761,TCGA-GI-A2C9-01Z-00-DX1,,
762,TCGA-GM-A2DA-01Z-00-DX1,,
763,TCGA-GM-A2DB-01Z-00-DX1,,
764,TCGA-GM-A2DC-01Z-00-DX1,,
765,TCGA-GM-A2DD-01Z-00-DX1,,
766,TCGA-GM-A2DF-01Z-00-DX1,,
767,TCGA-GM-A2DH-01Z-00-DX1,,
768,TCGA-GM-A2DI-01Z-00-DX1,,
769,TCGA-GM-A2DK-01Z-00-DX1,,
770,TCGA-GM-A2DL-01Z-00-DX1,,
771,TCGA-GM-A2DM-01Z-00-DX1,,
772,TCGA-GM-A2DN-01Z-00-DX1,,
773,TCGA-GM-A2DO-01Z-00-DX1,,
774,TCGA-GM-A3NW-01Z-00-DX1,,
775,TCGA-GM-A3NY-01Z-00-DX1,,
776,TCGA-GM-A3XL-01Z-00-DX1,,
777,TCGA-GM-A3XN-01Z-00-DX1,,
778,TCGA-GM-A4E0-01Z-00-DX1,,
779,TCGA-HN-A2NL-01Z-00-DX1,,
780,TCGA-HN-A2OB-01Z-00-DX1,,
781,TCGA-JL-A3YW-01Z-00-DX1,,
782,TCGA-JL-A3YX-01Z-00-DX1,,
783,TCGA-LD-A66U-01Z-00-DX1,,
784,TCGA-LD-A7W6-01Z-00-DX1,,
785,TCGA-LD-A9QF-01Z-00-DX1,,
786,TCGA-LL-A440-01Z-00-DX1,,
787,TCGA-LL-A441-01Z-00-DX1,,
788,TCGA-LL-A50Y-01Z-00-DX1,,
789,TCGA-LL-A5YL-01Z-00-DX1,,
790,TCGA-LL-A5YN-01Z-00-DX1,,
791,TCGA-LL-A5YO-01Z-00-DX1,,
792,TCGA-LL-A6FP-01Z-00-DX1,,
793,TCGA-LL-A6FQ-01Z-00-DX1,,
794,TCGA-LL-A6FR-01Z-00-DX1,,
795,TCGA-LL-A73Y-01Z-00-DX1,,
796,TCGA-LL-A73Z-01Z-00-DX1,,
797,TCGA-LL-A740-01Z-00-DX1,,
798,TCGA-LL-A7SZ-01Z-00-DX1,,
799,TCGA-LL-A8F5-01Z-00-DX1,,
800,TCGA-LL-A9Q3-01Z-00-DX1,,
801,TCGA-LQ-A4E4-01Z-00-DX1,,
802,TCGA-OK-A5Q2-01Z-00-DX1,,
803,TCGA-OK-A5Q2-01Z-00-DX3,,
804,TCGA-OL-A5D6-01Z-00-DX1,,
805,TCGA-OL-A5D7-01Z-00-DX1,,
806,TCGA-OL-A5D8-01Z-00-DX1,,
807,TCGA-OL-A5DA-01Z-00-DX1,,
808,TCGA-OL-A66J-01Z-00-DX1,,
809,TCGA-OL-A66K-01Z-00-DX1,,
810,TCGA-OL-A66L-01Z-00-DX1,,
811,TCGA-OL-A66N-01Z-00-DX1,,
812,TCGA-OL-A66O-01Z-00-DX1,,
813,TCGA-OL-A6VO-01Z-00-DX1,,
814,TCGA-PE-A5DC-01Z-00-DX1,,
815,TCGA-PE-A5DE-01Z-00-DX1,,
816,TCGA-PL-A8LX-01A-01-DX1,,
817,TCGA-PL-A8LX-01A-02-DX2,,
818,TCGA-PL-A8LY-01A-01-DX1,,
819,TCGA-PL-A8LY-01A-02-DX2,,
820,TCGA-PL-A8LZ-01A-01-DX1,,
821,TCGA-PL-A8LZ-01A-02-DX2,,
822,TCGA-PL-A8LZ-01A-03-DX3,,
823,TCGA-S3-A6ZF-01Z-00-DX1,,
824,TCGA-S3-A6ZG-01Z-00-DX1,,
825,TCGA-S3-A6ZH-01Z-00-DX1,,
826,TCGA-S3-AA0Z-01Z-00-DX1,,
827,TCGA-S3-AA10-01Z-00-DX1,,
828,TCGA-S3-AA11-01Z-00-DX1,,
829,TCGA-S3-AA12-01Z-00-DX1,,
830,TCGA-S3-AA12-01Z-00-DX2,,
831,TCGA-S3-AA14-01Z-00-DX1,,
832,TCGA-S3-AA15-01Z-00-DX1,,
833,TCGA-S3-AA17-01Z-00-DX1,,
834,TCGA-UL-AAZ6-01Z-00-DX1,,
835,TCGA-UU-A93S-01Z-00-DX1,,
836,TCGA-W8-A86G-01Z-00-DX2,,
837,TCGA-WT-AB41-01Z-00-DX1,,
838,TCGA-WT-AB44-01Z-00-DX1,,
839,TCGA-XX-A899-01Z-00-DX1,,
840,TCGA-XX-A89A-01Z-00-DX1,,
841,TCGA-Z7-A8R6-01Z-00-DX1,,
